latlon_postcode,latlon_postcode_district,latlon_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,brand,addr_housenumber,addr_street,addr_city,addr_postcode,addr_full,phone,website,wikidata,opening_hours,postcode_district,postcode_area,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,postcode_district_x,postcode_area_y
,SE6,SE,node,178448909,node/178448909,51.4362614,-0.0346656,The Perry Hill,,,,,,,,,,,,,,,,,,SE6,SE
,NW5,NW,node,192399976,node/192399976,51.5529728,-0.1396355,The Pineapple,,,51,Leverton Street,London,,,+44 20 7284 4631,https://www.thepineapplepubnw5.com/,Q17361862,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30,,,,,,,NW5,NW
,SW16,SW,node,194249790,node/194249790,51.4242687,-0.1420041,The Furzedown,,,118,Mitcham Lane,London,,,,,,,,,,,,,SW16,SW
,,,node,206348091,node/206348091,51.3675107,-0.1321916,The Plough,Young & Co,,,The Broadway,Croydon,,,,https://www.youngs.co.uk/pub-detail.asp?PubID=437,,,,,,,,,,
,,,node,211260547,node/211260547,51.5816235,-0.3378121,Royal Oak,,Greene King,86,St Anns Road,Harrow,,,,https://www.greeneking-pubs.co.uk/pubs/middlesex/royal-oak/,,,,,,,,,,
,,,node,213434643,node/213434643,51.4571771,-0.4802101,The Swan,,,,,,,,,,Q26500217,,,,,,,,,
,SE10,SE,node,224146236,node/224146236,51.472899,-0.0151598,The George & Dragon,,,2,Blackheath Hill,London,,,+44 20 8691 3764,https://georgedragon.com/,,Th 18:00-26:00; Fr-Sa 18:00-28:00; Su 16:00-26:00,,,,,,,SE10,SE
,,,node,240624074,node/240624074,51.5943364,-0.3807397,Queen's Head,,,,,,,,,,Q21008691,,,,,,,,,
,,,node,241473415,node/241473415,51.4093122,-0.3064476,The Druids Head,,Greene King,3,Market Place,Kingston upon Thames,,,,https://www.greeneking.co.uk/pubs/surrey/druids-head,Q16707728,Mo-Th 11:00-23:00; Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-23:00,,,,,,,,
,W7,W,node,242925119,node/242925119,51.5042436,-0.3433342,The Fox,,,,,,,,,,Q16891401,,,,,,,,W7,W
,W7,W,node,242925249,node/242925249,51.5067265,-0.3276291,The Grosvenor,,,127,Oaklands Road,London,,,+442088400007,https://www.grosvenorpub.com/,,Mo-Sa 12:00-23:20; Su 12:00-22:50,,,,,,,W7,W
,W7,W,node,242938605,node/242938605,51.5071386,-0.3395948,The Green W7,,,13,Lower Boston Road,London,,,,https://www.thegreenw7.com/,,Su-We 09:00-23:00; Th-Sa 11:00-00:00,,,,,,,W7,W
,SW4,SW,node,246111569,node/246111569,51.4612829,-0.1382297,The Alexandra,,,,,,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,246112013,node/246112013,51.4618322,-0.1376414,Belle Vue,,,1,Clapham Common South Side,London,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,246112767,node/246112767,51.4591507,-0.1348655,,,,,,,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,246115186,node/246115186,51.454953,-0.1395127,The Abbeville,,,67-69,Abbeville Road,London,,,,,,,,,,,,,SW4,SW
,SW1A,SW,node,246518042,node/246518042,51.5067276,-0.1269618,Walkers of Whitehall,,,15,Craig's Court,London,,,,,,,,,,,,,SW1A,SW
,WC2N,WC,node,246519847,node/246519847,51.5084752,-0.1267238,Halfway II Heaven,Stonegate,,7,Duncannon Street,London,,,+44 20 7484 0736,https://www.halfway2heaven.net/london,,"Mo-Th 12:00-23:00; Fr, Sa 12:00-01:00; Su 12:00-20:00",,,,,,,WC2N,WC
,,,node,247364732,node/247364732,51.3189353,-0.1505156,The Smuggler's Inn,,,320,Chipstead Valley Road,Coulsdon,,,+44 1737 550 043,,,Mo-Su 08:00-23:00,,,,,,,,
,SE1,SE,node,247957492,node/247957492,51.5061115,-0.0829214,The Horniman,,Nicholson's,,Counter Street,London,,,+44 20 7407 1991,https://www.nicholsonspubs.co.uk/restaurants/london/thehornimanathayslondonbridge,,Mo-Su 11:00-23:00; Th-Sa 11:00-23:30,,,,,,,SE1,SE
,EC1V,EC,node,248444184,node/248444184,51.525197,-0.0900377,Sports Bar & Grill,,,174-180,Old Street,London,,,,,,,,,,,,,EC1V,EC
,NW5,NW,node,248453431,node/248453431,51.5547125,-0.1444787,The Vine,,,86,Highgate Road,London,,,,,,,,,,,,,NW5,NW
,,,node,248478388,node/248478388,51.4644128,-0.3277821,The Victoria,,,,,,,,,,,,,,,,,,,
,SE16,SE,node,248546654,node/248546654,51.4954636,-0.0395511,The Moby Dick,Fuller's,Fuller's,6,Russell Place,London,,,,https://www.mobydickgreenlanddock.co.uk/,,,,,,,,,SE16,SE
,SW4,SW,node,248921516,node/248921516,51.4661242,-0.1421645,Traders,,,,,,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,248921520,node/248921520,51.4637043,-0.14135,The Rose and Crown,,,2,The Polygon,London,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,248921522,node/248921522,51.4639712,-0.1409221,The Sun,,,47,Old Town,London,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,248921524,node/248921524,51.465258,-0.1410423,The Grafton,,,,,,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,248921525,node/248921525,51.4655827,-0.1410858,The Calf,,,87,Rectory Grove,London,,,,,,,,,,,,,SW4,SW
,SW4,SW,node,248932665,node/248932665,51.4642991,-0.1353883,The Clapham Tap,,,128,Clapham Manor Street,London,,,+44 20 7498 9633,https://the-clapham-tap.business.site/,,Mo-Th 16:00-23:00; Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-23:00,,,,,,,SW4,SW
,SW4,SW,node,248933565,node/248933565,51.4645547,-0.1311338,The Railway Tavern,,,18,Clapham High Street,London,,,,,,,,,,,,,SW4,SW
,W5,W,node,249257137,node/249257137,51.497219,-0.312545,The Plough,Fuller's,Fuller's,297,Northfield Avenue,London,,,,https://www.ploughnorthfields.co.uk/,,"Su-Th 11:00-24:00; Fr,Sa 11:00-00:30",,,,,,,W5,W
,E1W,E,node,249310455,node/249310455,51.5048793,-0.0573725,Dockers Inn,,,97,Wapping Lane,London,,,,https://dockersinn.co.uk/,,"Mo-Th 12:00-23:00, Fr,Sa 12:00-01:30, Su 12:00-22:30",,,,,,,E1W,E
,,,node,249562125,node/249562125,51.4068967,-0.0174421,The Chancery,,,90,Bromley Road,Beckenham,,,,,Q119951793,,,,,,,,,
,,,node,249562629,node/249562629,51.4067114,-0.0180915,Jolly Woodman,,,9,Chancery Lane,Beckenham,,,,,,,,,,,,,,
,W4,W,node,249573138,node/249573138,51.4917587,-0.2622862,Betty,,,,,,,,,,,,,,,,,,W4,W
,E17,E,node,249672846,node/249672846,51.5833767,-0.0191396,The Goose,Stonegate,,264,Hoe Street,London,,,+44 20 8520 4751,https://www.greatukpubs.co.uk/goose-walthamstow/contact,,Mo-Th 11:00-00:00; Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-23:00,,,,,,,E17,E
,E17,E,node,249672865,node/249672865,51.5912043,-0.0077676,The William Morris,,,807-809,Forest Road,London,,,,,,,,,,,,,E17,E
,W13,W,node,249786782,node/249786782,51.5114253,-0.3150232,Prince Arthur,,,123,Uxbridge Road,London,,,+44 20 8567 4446,,,,,,,,,,W13,W
,W13,W,node,249793689,node/249793689,51.5115625,-0.3159141,Star And Scorpion,,,94,Uxbridge Road,London,,,,,,,,,,,,,W13,W
,NW4,NW,node,250080453,node/250080453,51.5913275,-0.2279046,The Greyhound,,,,,,,,,,,,,,,,,,NW4,NW
,NW4,NW,node,250080603,node/250080603,51.5901278,-0.226129,Claddagh Ring,,,,,,,,+44 20 8203 2600,https://www.claddagh-ring.co.uk/,,,,,,,,,NW4,NW
,,,node,250766138,node/250766138,51.5814345,0.1167026,The Hawbush,,,,,,,,,,,,,,,,,,,
,,,node,251385770,node/251385770,51.4851696,-0.4404949,The Pheasant,,,,,,,,,,Q26573583,,,,,,,,,
,,,node,251385779,node/251385779,51.4857689,-0.4350514,The Wheatsheaf,,,,,,,,,,,,,,,,,,,
,SW12,SW,node,251526423,node/251526423,51.4427243,-0.1493607,The Bedford,,,77,Bedford Hill,London,,,,,Q21008638,,,,,,,,SW12,SW
,W4,W,node,251802173,node/251802173,51.4902978,-0.277684,The Pilot,,Fuller's,,,,,,,https://www.pilot-chiswick.co.uk/,,,,,,,,,W4,W
,W4,W,node,251811996,node/251811996,51.4962711,-0.2641399,The Duke of Sussex,,,75,South Parade,London,,,+44 20 8742 8801,https://www.thedukeofsussex.co.uk/,Q26558796,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:00,,,,,,,W4,W
,,,node,253267438,node/253267438,51.3733737,-0.4153446,Ashley Park,,Ember Inns,,Ashley Park Road,Walton-On-Thames,,,,https://www.emberinns.co.uk/nationalsearch/southeast/the-ashley-park-walton-on-thames,,,,,,,,,,
,,,node,253364755,node/253364755,51.3870836,-0.4212786,The George Inn,,Shepherd Neame,24,Bridge Street,Walton-On-Thames,,,+44 1932 223046,https://www.georgeinnwalton.co.uk/,,,,,,,,,,
,,,node,253364756,node/253364756,51.3870736,-0.4218566,The Bear,,,30,Bridge Street,Walton-On-Thames,,,,,,,,,,,,,,
,,,node,253469671,node/253469671,51.3684,-0.3968187,The Barley Mow,,,,,,,,,,Q26281425,,,,,,,,,
,,,node,253822004,node/253822004,51.4901149,-0.4578428,King William IV,,,392,Sipson Road,,,,,,Q26354620,,,,,,,,,
,,,node,253822036,node/253822036,51.4887565,-0.4779067,The Crown,,,,High Street,West Drayton,,,+44 20 8759 1007,,Q26354696,Mo-Sa 12:00-23:00; Su 12:00-22:30,,,,,,,,
,N8,N,node,255012045,node/255012045,51.5782929,-0.1242398,King's Head,,,2,Crouch End Hill,London,,,,https://www.thekingsheadcrouchend.co.uk/#/,,Mo-We 12:00-23:00; Th-Fr 12:00-24:00; Sa 11:00-25:00; Su 12:00-22:00,,,,,,,N8,N
,,,node,255135764,node/255135764,51.3326883,-0.2706674,McCaffertys Bar,,,134,High Street,Epsom,,,,https://epsom.mccaffertysbars.com,Q26508214,,,,,,,,,
,,,node,255135771,node/255135771,51.3320433,-0.2710528,Acorn 30,,,,,,,,,,,,,,,,,,,
,,,node,255137548,node/255137548,51.3307962,-0.263292,The Rising Sun,,,14,Heathcote Road,,,,,,,,,,,,,,,
,,,node,255139196,node/255139196,51.3243531,-0.2683366,The Amato,,,,Chalk Lane,Epsom,,,,,,,,,,,,,,
,WC2A,WC,node,255747947,node/255747947,51.5147063,-0.1168421,The George IV,London School of Economics and Political Science (LSE),,31,Portugal Street,London,,,+44 20 7955 7743,http://www.lse.ac.uk/intranet/LSEServices/cateringServices/restaurantsAndCafes/georgeIVPub.aspx,,12:00-24:00,,,,,,,WC2A,WC
,W4,W,node,255959341,node/255959341,51.4955664,-0.2700726,The Bollo,,,,,,,,,,,,,,,,,,W4,W
,N16,N,node,256404255,node/256404255,51.5609825,-0.0740121,The Rochester Castle,,Wetherspoon,"143, 145",Stoke Newington High Street,London,,,+44 20 7249 6016,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-rochester-castle-stoke-newington,Q26388410,Su-Th 08:00-24:00; Fr-Sa 08:00-25:00,,,,,,,N16,N
,,,node,256488376,node/256488376,51.3793928,0.2231513,Pied Bull,,,,High Street,Dartford,,,,,Q26530908,,,,,,,,,
,,,node,256494933,node/256494933,51.3672457,0.2106111,Malt Shovel,,,,Station Road,,,,,,,,,,,,,,,
,,,node,256622051,node/256622051,51.4878141,-0.310766,The King's Arms,,,,,,,,,,,,,,,,,,,
,,,node,257372061,node/257372061,51.3876385,0.3338456,The Green Man,Vintage Inns,Vintage Inns,,Longfield Road,Longfield,,,+44 1474 702234,https://www.vintageinn.co.uk/content/vintage-inn/en/restaurants/south-east/thegreenmanlongfield/restaurantsfood,,Mo-We 12:00-22:00; Th-Sa 12:00-23:00; Su 12:00-22:00,,,,,,,,
,W6,W,node,257464728,node/257464728,51.4933656,-0.2433411,The Hart,,,,,,,,,,,,,,,,,,W6,W
,,,node,257807913,node/257807913,51.4892112,-0.3021118,The New Inn,,,,,,,,,,,,,,,,,,,
,,,node,257807914,node/257807914,51.4882823,-0.3046086,The Brook,,,,,,,,,,,,,,,,,,,
,,,node,257807923,node/257807923,51.4870591,-0.3029644,The Griffin,,Fuller's,,,,,,,https://www.griffinbrentford.co.uk/,,,,,,,,,,
,W1T,W,node,257937397,node/257937397,51.5231854,-0.138689,The Grafton Arms,,,72,Grafton Way,London,,,,https://www.graftonarms.co.uk/,,,,,,,,,W1T,W
,,,node,258326867,node/258326867,51.4081708,-0.28964,The Bull & Bush,,,,Washington Road,,,,,,,,,,,,,,,
,SW19,SW,node,258750121,node/258750121,51.411219,-0.2091116,Leather Bottle,,Greene King,277,Kingston Road,London,,,,https://www.greeneking.co.uk/pubs/greater-london/leather-bottle,,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-23:00,,,,,,,SW19,SW
,,,node,259102682,node/259102682,51.4863995,-0.3000448,Royal Horse Guardsman,,,,,,,,,,,,,,,,,,,
,EC3R,EC,node,259248888,node/259248888,51.5108908,-0.0811851,Agenda,,,,,,,,,,,,,,,,,,EC3R,EC
,EC3V,EC,node,259253467,node/259253467,51.5110721,-0.0847581,The Ship,,Nicholson's,11,Talbot Court,London,,,,https://www.nicholsonspubs.co.uk/restaurants/london/theshiptalbotcourtlondon,,,,,,,,,EC3V,EC
,W1K,W,node,259774303,node/259774303,51.5131349,-0.1484154,Running Horse,,,,,,,,,,Q27084619,,,,,,,,W1K,W
,W1S,W,node,259774404,node/259774404,51.5124213,-0.1422011,The Windmill,,,6-8,Mill Street,London,,,,https://www.youngs.co.uk/,,,,,,,,,W1S,W
,,,node,260243933,node/260243933,51.670387,-0.0181586,The Greyhound,,,425,South Ordnance Road,,,,,,,,,,,,,,,
,SW8,SW,node,261000393,node/261000393,51.4748429,-0.128315,The Priory Arms,,,,,,,,,,,Mo-Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-22:30,,,,,,,SW8,SW
,SW9,SW,node,261245915,node/261245915,51.4713507,-0.1128611,Crown & Anchor,Conway Taverns,,246,Brixton Road,London,,,,https://crownandanchorbrixton.co.uk,,Mo 16:30-23:00; Tu-Th 16:30-24:00; Fr 16:30-25:00; Sa 12:00 - 25:00; Su 12:00-23:00,,,,,,,SW9,SW
,SW8,SW,node,261310647,node/261310647,51.4795759,-0.1259483,Nolan's,,,33,Wilcox Road,London,,,,,,,,,,,,,SW8,SW
,SW8,SW,node,261348576,node/261348576,51.4764537,-0.1276913,The Cavendish Arms,,,128,Hartington Road,London,,,,https://thecavendisharmsstockwell.co.uk/,,,,,,,,,SW8,SW
,,,node,261624734,node/261624734,51.290548,0.3097121,Black Horse,,,,,,,,,,,,,,,,,,,
,,,node,262014977,node/262014977,51.6674032,-0.3983134,Dunnings Bar,,,153,St Albans Road,Watford,,,,,,,,,,,,,,
,,,node,262125230,node/262125230,51.4683976,-0.3245885,The Castle,,,,,,,,,,,,,,,,,,,
,,,node,262368938,node/262368938,51.4056169,0.0139026,The Partridge,Fuller's,Fuller's,194,High Street,Bromley,,,,https://www.partridgebromley.co.uk/,,,,,,,,,,
,,,node,262368993,node/262368993,51.4057141,0.0138747,The Artful Duke,,,196-198,High Street,Bromley,,,,http://www.tpsbar.co.uk/bromley,,,,,,,,,,
,N16,N,node,262443436,node/262443436,51.5620215,-0.079539,The Auld Shillelagh,,,105,Stoke Newington Church Street,London,,,+44 20 7249 5951,http://theauldshillelagh.co.uk/,,Mo-We 12:00-24:00; Th-Sa 12:00-25:00; Su 12:00-24:00,,,,,,,N16,N
,N16,N,node,262637210,node/262637210,51.5617228,-0.0735286,Coach & Horses,,,178,Stoke Newington High Street,London,,,,,Q26647406,,,,,,,,N16,N
,W4,W,node,262702979,node/262702979,51.4929603,-0.252613,The Roebuck,,,122,Chiswick High Road,London,,,+44 20 3978 2162,https://www.brunningandprice.co.uk/roebuck/,,Su-Th 12:00-23:00; Fr-Sa 12:00-24:00,,,,,,,W4,W
,,,node,264010568,node/264010568,51.4587744,-0.3077896,The Slug and Lettuce,Stonegate,Slug & Lettuce,,Water Lane,Richmond,,,,https://www.slugandlettuce.co.uk/richmond,,,,,,,,,,
,SE11,SE,node,264041224,node/264041224,51.4891613,-0.1108437,The Dog House,,,293,Kennington Road,London,,,+44 20 3893 1239,,,,,,,,,,SE11,SE
,SE27,SE,node,264156218,node/264156218,51.430843,-0.101908,The Hope,Youngs,,49,Norwood High Street,London,,,,,,,,,,,,,SE27,SE
,SE1,SE,node,264790279,node/264790279,51.4957145,-0.1038594,Prince of Wales,,,51,St George's Road,London,,,,,,,,,,,,,SE1,SE
,SE11,SE,node,264797750,node/264797750,51.489311,-0.1052036,The Mansion House,,,,,,,,,,,,,,,,,,SE11,SE
,SE11,SE,node,264797790,node/264797790,51.4899576,-0.1081407,The Little Apple,,,,,,,,,,,,,,,,,,SE11,SE
,SE11,SE,node,264803342,node/264803342,51.4886442,-0.1108233,The Tommyfield,Shepherd Neame,Shepherd Neame,185,Kennington Road,,,,,,,,,,,,,,SE11,SE
,W5,W,node,265255748,node/265255748,51.5101535,-0.2869312,Jono's Bar,,,,,,,,,,,,,,,,,,W5,W
,NW1,NW,node,265649310,node/265649310,51.5414171,-0.1533533,The Lansdowne,,,,,,,,,,,,,,,,,,NW1,NW
,SE17,SE,node,265662292,node/265662292,51.486375,-0.0843308,The Hour Glass,,,,,,,,,,,,,,,,,,SE17,SE
,E1W,E,node,265664308,node/265664308,51.5067525,-0.0702178,Dickens Inn,,,,Marble Quay,London,,,,https://www.dickensinn.co.uk/,,Mo-Su 12:00-23:00,,,,,,,E1W,E
,W4,W,node,266214958,node/266214958,51.4890151,-0.2701228,Smokehouse,,,,,,,,,,,,,,,,,,W4,W
,,,node,266284078,node/266284078,51.4564146,-0.3230387,The Turk's Head,,Fuller's,28,Winchester Road,Twickenham,,,,https://www.turksheadtwickenham.co.uk/,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-21:00",,,,,,,,
,SE1,SE,node,266324793,node/266324793,51.5041063,-0.1137203,Hole In the Wall,,,5,Mepham Street,London,,,,,Q108464970,,,,,,,,SE1,SE
,EC4R,EC,node,266560384,node/266560384,51.5093933,-0.0916244,The Banker,Fuller's,Fuller's,,Cousin Lane,London,,,+44 20 7283 5206,https://www.banker-london.co.uk/,,"Mo 11:00-22:00; Tu-We, Fr 11:00-23:00; Th 11:00-17:00; Sa 12:00-20:00",,,,,,,EC4R,EC
,WC2H,WC,node,266680230,node/266680230,51.5139755,-0.1249853,The Crown and Anchor,,,22,Neal Street,London,,,+44 20 7836 5649,,Q18207855,,,,,,,,WC2H,WC
,,,node,266702613,node/266702613,51.363021,-0.2478212,The Station,,Greene King,,The Broadway Stoneleigh,,,,,https://www.greeneking.co.uk/pubs/surrey/station,Q21008706,,,,,,,,,
,,,node,266739623,node/266739623,51.3638084,-0.1967096,Robin Hood,,,52,West Street,Sutton,,,,,,,,,,,,,,
,,,node,266749352,node/266749352,51.3728734,-0.2320993,The Drill,,,,,,,,,,,,,,,,,,,
,W14,W,node,266819667,node/266819667,51.5002698,-0.221756,The Richmond,,,55,Shepherds Bush Road,,,,,https://therichmondhammersmith.co.uk/,,,,,,,,,W14,W
,SW9,SW,node,266877019,node/266877019,51.4657075,-0.1260872,The Landor Theatre,,,,,,,,,,Q6484917,,,,,,,,SW9,SW
,,,node,266880851,node/266880851,51.3606475,-0.2176109,The Prince of Wales,,,,,,,,,,,,,,,,,,,
,,,node,266890511,node/266890511,51.3764631,-0.237058,The North End Tavern,Stonegate,,,,,,,,https://www.greatukpubs.co.uk/north-end-tavern-worcester-park,,,,,,,,,,
,SW1A,SW,node,267432002,node/267432002,51.501146,-0.125595,St Stephen's Tavern,,Hall & Woodhouse,10,Bridge Street,London,,,,https://www.ststephenstavern.co.uk/,Q27084775,,,,,,,,SW1A,SW
,,,node,267777279,node/267777279,51.5767796,-0.3709372,The Village Inn,,Wetherspoon,,,,,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-village-inn-rayners-lane,Q88916804,,,,,,,,,
,,,node,267892311,node/267892311,51.4512858,-0.4752273,Sir John Gibson,,,,,,,,,,,,,,,,,,,
,N20,N,node,268040827,node/268040827,51.627374,-0.1746584,Three Horseshoes,,,1166,High Road,,,,,,,,,,,,,,N20,N
,SE1,SE,node,268430691,node/268430691,51.5071635,-0.1075107,The Fountain & Ink,,,52,Stamford Street,London,,,,,,,,,,,,,SE1,SE
,,,node,268985214,node/268985214,51.4971559,-0.375732,The Lamb,,,,,,,,,,,,,,,,,,,
,,,node,269203844,node/269203844,51.5487756,0.2338479,The Optimist Tavern,,Ember Inns,,,,,,,https://www.emberinns.co.uk/nationalsearch/london/the-optimist-tavern-upminster,,,,,,,,,,
,SE25,SE,node,269235458,node/269235458,51.3985503,-0.0761693,The Shelverdine Goathouse,,,7-8,High Street,London,,,+44 20 8916 1001,https://shelverdinegoathouse.com/,,"Mo-We 16:00-23:00; Th 16:00-00:00; Fr,Sa 12:00-00:00; Su 12:00-23:00",,,,,,,SE25,SE
,,,node,269237943,node/269237943,51.379938,-0.0736716,The Claret & Ale,,,5,Bingham Corner,Croydon,,,,,,,,,,,,,,
,E15,E,node,269253652,node/269253652,51.542752,0.0032106,012 Bar & Grill Restaurant,,,108-110,The Grove,London,,,,,,"Su-Th 11:00-00:00; Fr,Sa 11:00-01:00",,,,,,,E15,E
,E15,E,node,269255191,node/269255191,51.5424567,0.0028343,The Sportsman,Stonegate,,78-102,Broadway,London,,,,https://www.greatukpubs.co.uk/sportsman-stratford,,"Su-Th 09:00-23:30; Fr,Sa 09:00-01:00",,,,,,,E15,E
,SE1,SE,node,269859953,node/269859953,51.5041075,-0.0753099,Anchor Brewhouse,,,,Shad Thames,London,,,,,Q4752667,,,,,,,,SE1,SE
,SE1,SE,node,269866730,node/269866730,51.5005923,-0.0705079,The Ship Aground,,,33,Wolseley Street,London,,,,,,,,,,,,,SE1,SE
,SE16,SE,node,270420472,node/270420472,51.5051439,-0.0339857,The Blacksmiths Arms,Fuller's,Fuller's,257,Rotherhithe Street,London,,,,https://www.blacksmithsarmsrotherhithe.co.uk/,,,,,,,,,SE16,SE
,,,node,270603553,node/270603553,51.6586655,-0.3955164,The Estcourt Tavern,,Greene King,25,Estcourt Road,Watford,,,+44 1923 225733,https://www.greeneking.co.uk/pubs/hertfordshire/estcourt-tavern,,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 12:00-10:30,,,,,,,,
,SW1V,SW,node,271387709,node/271387709,51.491093,-0.1373223,Cask,,,6,Charlwood Street,London,,,,https://www.caskpubandkitchen.com/,,Mo-Sa 12:00-23:00; Su 12:00-22:30,,,,,,,SW1V,SW
,SW1V,SW,node,271516102,node/271516102,51.4898941,-0.1353645,Pride of Pimlico,Stonegate,,85,Tachbrook Street,London,,,,https://www.craftunionpubs.com/pride-of-pimlico,,Mo-Su 11:00-23:00,,,,,,,SW1V,SW
,W1T,W,node,271949863,node/271949863,51.5165073,-0.1373884,The Adam & Eve,,,77A,Wells Street,London,,,+44 20 7636 0717,https://www.theadamandevew1.co.uk/,,,,,,,,,W1T,W
,N12,N,node,273404382,node/273404382,51.6185904,-0.1764629,Toolan's,,,866,High Road,London,,,,,,,,,,,,,N12,N
,SE27,SE,node,273456489,node/273456489,51.4399206,-0.1060377,Queen Of The South Pub,,,367,Norwood Road,London,,,,,,,,,,,,,SE27,SE
,SW4,SW,node,273509342,node/273509342,51.4642947,-0.1291283,The Falcon,,,33,Bedford Road,London,,,,,,,,,,,,,SW4,SW
,SE16,SE,node,273533110,node/273533110,51.5013181,-0.0509211,The Brunel,,,47,Swan Road,London,,,,,,"Mo-Th 12:00-00:00, Fr-Sa 12:00-01:30, Su 12:00-00:00",,,,,,,SE16,SE
,SW2,SW,node,274268703,node/274268703,51.4595646,-0.1266272,Hope & Anchor,,,123,Acre Lane,London,,,,https://www.hopeandanchorbrixton.co.uk/,,Mo-Th 12:00-23:00; Fr-Sa 12:00-01:00; Su 12:00-22:00,,,,,,,SW2,SW
,SE15,SE,node,275452092,node/275452092,51.4772459,-0.0586344,Asylum Tavern,,,40-42,Asylum Road,London,,,,,,,,,,,,,SE15,SE
,SW2,SW,node,275549532,node/275549532,51.4476771,-0.1268273,The Hand in Hand,Stonegate,,61,New Park Road,London,,,,https://www.craftunionpubs.com/hand-in-hand-brixton,,,,,,,,,SW2,SW
,N7,N,node,276369831,node/276369831,51.5437242,-0.1177134,Doyles Tavern,,,379,Caledonian Road,London,,,,,,,,,,,,,N7,N
,,,node,277834910,node/277834910,51.3598578,-0.1913538,The Old Bank,Stonegate,,,,,,,,https://www.greatukpubs.co.uk/old-bank-sutton,,,,,,,,,,
,,,node,277834913,node/277834913,51.361022,-0.1922077,O'Neills,,O'Neill's,37,High Street,Sutton,,,,,,,,,,,,,,
,EC3V,EC,node,277906484,node/277906484,51.5132004,-0.0871776,Forge,Stonegate,,24,Cornhill,London,,,,https://www.forgedinlondon.com/london,,,,,,,,,EC3V,EC
,E1,E,node,277909036,node/277909036,51.5148862,-0.0687963,The Castle,,,44,Commercial Road,London,,,,http://www.thecastlelondon.com/,,"Su-Tu 16:00-24:00, We 16:00-01:00, Th 16:00-01:30, Fr,Sa 16:00-03:00",,,,,,,E1,E
,E1W,E,node,278291760,node/278291760,51.5071618,-0.0674954,The Moretown Belle,,,5,Thomas More Square,London,,,+44 20 7702 0900,https://www.moretownbelle.co.uk/,,,,,,,,,E1W,E
,E1,E,node,278312956,node/278312956,51.5131287,-0.0566157,Thomas Neale,,,39,Watney Market,London,,,,,,,,,,,,,E1,E
,SW9,SW,node,279391479,node/279391479,51.4706805,-0.112081,Brixton Jamm,,,261,Brixton Road,London,,,,https://brixtonjamm.org/,,,,,,,,,SW9,SW
,SW9,SW,node,279391483,node/279391483,51.4781203,-0.1034297,The Golden Goose,,,,,,,,,,,,,,,,,,SW9,SW
,SW4,SW,node,279526311,node/279526311,51.4575038,-0.1441572,The Windmill,Youngs,,,Windmill Drive,London,,,+44 20 8673 4578,https://www.windmillclapham.co.uk/,,,,,,,,,SW4,SW
