pub_name,address
Northfleet & District Traders Association,"39 Dover Road, Northfleet, Gravesend, Kent, DA11 9PH"
Ye Olde Leather Bottle,"1 Dover Road, Northfleet, Kent, DA11 9PH"
The Compass Alehouse,"7 Manor Road, Gravesend, Kent, DA12 1AA"
Robert Pocock,"181 Windmill Street, Gravesend, Kent, DA12 1AH"
The Invicta Bar,"31 Windmill Street, Gravesend, Kent, DA12 1AS"
The Forresters Arms,"150 Parrock Street, Gravesend, Kent, DA12 1ER"
Gravesend Conservative Club,"193 Parrock Street, Gravesend, Kent, DA12 1EW"
The Jolly Drayman Pub & Hotel,"1 Love Lane, Wellington Street, Gravesend, Kent, DA12 1JA"
Waterloo Tavern,"55 Wellington Street, Gravesend, Kent, DA12 1JQ"
The Windmill Tavern,"45 Shrubbery Road, Gravesend, Kent, DA12 1JW"
Old Prince Of Orange,"1 Old Road East, Gravesend, Kent, DA12 1NJ"
The Echo,"24 Old Road East, Gravesend, Kent, DA12 1NR"
Old Gravesendians Sports Association,"Fleetway Sports Ground, Bronte View, Gravesend, Kent, DA12 1PX"
Gravesend Rowing Club,"Gordon Promenade, Gordon Place, Gravesend, Kent, DA12 2BS"
"The Goose AKA KTown; Fluster Cluck; Locked & Loaded; 88th St, Value Mighty; Sin City Burger","23-25 King Street, Gravesend, Kent, DA12 2DU"
Kings Sports Bar,"8 - 9 King Street, Gravesend, Kent, DA12 2EB"
The George,"38 Queen Street, Gravesend, Kent, DA12 2EE"
Blakes,"23 Queen Street, Gravesend, Kent, DA12 2EQ"
Milton Ale Shades,"25 East Milton Road, Gravesend, Kent, DA12 2JL"
Milton Social Club,"34 Raphael Road, Gravesend, Kent, DA12 2PW"
Ship & Lobster,"Mark Lane, Gravesend, Kent, DA12 2QB"
TJ's,"15 Milton Road, Gravesend, Kent, DA12 2RF"
The Grapes,"153 Milton Road, Gravesend, Kent, DA12 2RG"
Gravesend Sailing Club,"Gordon Promenade East, Gravesend, Kent, DA12 2RN"
"Punjabi Bagicha Restaurant, Catering & Events","1 Canal Road, Gravesend, Kent, DA12 2RS"
Gravesend Rugby Football Club,"Donald Biggs Drive, Gravesend, Kent, DA12 2TL"
Cobham Cricket Club,"95 The Street, Cobham, Kent, DA12 3BL"
The Ship Inn,"14 The Street, Cobham, Kent, DA12 3BN"
Cobham Bowls Club,"Recreation Ground, The Street, Cobham, Gravesend, DA12 3BZ"
The Darnley Arms,"40 The Street, Cobham, Kent, DA12 3BZ"
The Leather Bottle,"54 The Street, Cobham, Kent, DA12 3BZ"
The Rose And Crown,"32 The Street, Shorne, Gravesend, Kent, DA12 3EA"
The See Ho,"Pear Tree Lane, Shorne, Gravesend, Kent, DA12 3JX"
View Point Community Centre,"Thong Lane, Gravesend, Kent, DA12 4LF"
Gravesend Boat,"Leander Drive, Gravesend, Kent, DA12 4NQ"
The George,"Hever Court Road, Gravesend, Kent, DA12 5UQ"
The George Inn,"Wrotham Road, Meopham, Gravesend, Kent, DA13 0AH"
Meopham Country Club,"Rear Of Village Hall, Wrotham Road, Meopham, Gravesend, DA13 0AT"
Harvel Cricket Club,"Desmond Wood Ground, David Street, Meopham, Gravesend, DA13 0DE"
New Ifield Cricket Club,"Crispin Cricket Ground, Priestwood Road, Meopham, Gravesend, DA13 0DJ"
Railway Tavern,"Wrotham Road, Meopham, Gravesend, Kent, DA13 0HP"
Meopham Valley Vineyard,"Meopham Green, Meopham, Gravesend, Kent, DA13 0PY"
Meopham Cricket Club,"Cricket Pavilion, Meopham Green, Meopham, Gravesend, DA13 0PZ"
The Cricketers Inn,"Wrotham Road, Meopham, Kent, DA13 0QA"
Minel Meze & Grill,"1 Wellington House, Wrotham Road, Meopham, Gravesend, DA13 0QB"
The Villager,"The Bay, Vigo, Gravesend, Kent, DA13 0TD"
The Cock Inn,"Henley Street, Luddesdown, Kent, DA13 0XB"
The Lion,"Luddesdown Road, Luddesdown, Kent, DA13 0XE"
Railway Inn,"The Railway Inn, Sole Street, Cobham, Gravesend, DA13 0XY"
Southfleet Village Club,"Warren Road, Southfleet, Kent, DA13 9NN"
The Ship Inn,"The Ship, Red Street, Southfleet, Kent, DA13 9NS"
Manor Farm Barn,"New Barn Road, Southfleet, Kent, DA13 9PU"
The Alma,"The Alma Public House, 10 Alma Road, Sidcup, Kent, DA14 4EA"
Foots Cray Social Club,"23-27 Cray Road, Sidcup, Kent, DA14 5BY"
David Lloyd Leisure,"Baugh Road, Sidcup, Kent, DA14 5ED"
White Cross Inn,"White Cross Inn Public House, 146 North Cray Road, Sidcup, Kent, DA14 5EL"
The Seven Stars Public House,"Foots Cray High Street, Sidcup, Kent, DA14 5HJ"
Flower Of Kent Social Club,"118 Maidstone Road, Sidcup, Kent, DA14 5HS"
Sidcup Recreation Club,"Church Avenue, Sidcup, Kent, DA14 6BU"
The Tailor's Chalk,"47-49 Sidcup High Street, Sidcup, Kent, DA14 6ED"
The Fold,"19 Sidcup High Street, Sidcup, Kent, DA14 6EN"
The Hoppers Hut,"1 Invicta Parade, Sidcup High Street, Sidcup, Kent, DA14 6ER"
Sidcup & District Conservative Club,"Oxford Road, Sidcup, Kent, DA14 6LW"
Ninety Seven Wine & Cocktail Bar,"97 Main Road, Sidcup, Kent, DA14 6ND"
Hill Top Tap,"7 - 8 Elm Parade, Main Road, Sidcup, Kent, DA14 6NF"
Sidcup And Footscray United Services Club,"108 Main Road, Sidcup, Kent, DA14 6NG"
Horse & Groom Harvester,"136 Main Road, Sidcup, Kent, DA14 6NZ"
Sidcup Working Men's Social Club And Institute,"169 Main Road, Sidcup, Kent, DA14 6PD"
Sidcup Sports Club Catering,"Sydney Road, Sidcup, Kent, DA14 6RA"
The Iron Horse Also T/A Sheeba Frances Ltd,"The Iron Horse, 122 Station Road, Sidcup, Kent, DA15 7AB"
Boyles' Bar Sidcup,"79 Station Road, Sidcup, Kent, DA15 7DN"
Bexley & Sidcup Conservative Club,"19 Station Road, Sidcup, Kent, DA15 7EB"
The Halfway House,"188C Halfway Street, Sidcup, Kent, DA15 8DJ"
Black Boy Public House,"Black Boy Southspring, Avery Hill, Greenwich, DA15 8EA"
Ye Olde Black Horse,"43 Halfway Street, Sidcup, Kent, DA15 8LH"
George Staples,"273 Blackfen Road, Sidcup, Kent, DA15 8PR"
Jolly Fenman (Sidcup),"The Jolly Fenman Public House, 64 - 68 Blackfen Road, Sidcup, Kent, DA15 8SW"
Montrose Park Club,"158 Hurst Road, Sidcup, Kent, DA15 9AJ"
The Hangar Sidcup,"37 The Oval, Sidcup, Kent, DA15 9ER"
Copper House Blackfen,"31 Wellington Parade, Blackfen Road, Sidcup, Kent, DA15 9NB"
Tap Sidcup,"3 Wellington Parade, Blackfen Road, Sidcup, Kent, DA15 9NB"
The Broken Drum,"308 Westwood Lane, Sidcup, Kent, DA15 9PT"
Nags Head,"37 Welling High Street, Welling, Kent, DA16 1TR"
The Door Hinge,"11 Welling High Street, Welling, Kent, DA16 1TR"
Bexley Deaf Club,"Falconwood Community Centre, 31 - 39 Falconwood Parade, Welling, Kent, DA16 2PG"
The Bolthole,"12 Falconwood Parade, Welling, Kent, DA16 2PL"
Falconwood Private Members' Club,"Falconwood Avenue, Welling, Kent, DA16 2SG"
The Green Man Public House & Sunset Restaurant,"168 Wickham Street, Welling, Kent, DA16 3NL"
New Cross Turnpike,"55 Bellegrove Road, Welling, Kent, DA16 3PB"
The Hangar Welling,"35 Bellegrove Road, Welling, Kent, DA16 3PB"
Welling Snooker And Pool Club,"52 - 54 Bellegrove Road, Welling, Kent, DA16 3PY"
Bellegrove Social Club,"90 Bellegrove Road, Welling, Kent, DA16 3QD"
Plough And Harrow,"Plough And Harrow Public House, 143 Bellegrove Road, Welling, Kent, DA16 3QS"
Lemon And Thyme @ Westwood Masonic Centre,"168 Bellegrove Road, Welling, Kent, DA16 3RD"
Belvedere North Conservative Club,"2 Paroma Road, Belvedere, Kent, DA17 5AA"
Belvedere Working Men's Club,"66 Gilbert Road, Belvedere, Kent, DA17 5DA"
Prince Of Wales Public House,"13A Woolwich Road, Belvedere, Kent, DA17 5EE"
The Eardley Arms,"44 Woolwich Road, Belvedere, Kent, DA17 5EN"
The Royal Standard,"Royal Standard Public House, 39 Nuxley Road, Belvedere, Kent, DA17 5JN"
Belvedere Social Club,"27-35 Nuxley Road, Belvedere, Kent, DA17 5JQ"
The Fox,"79 Nuxley Road, Belvedere, Kent, DA17 5JU"
The Village Inn,"104 Nuxley Road, Belvedere, Kent, DA17 5LD"
The Victoria,"2 Victoria Street, Belvedere, Kent, DA17 5LN"
Priory Conservative Club,"169 Picardy Road, Belvedere, Kent, DA17 5QL"
Halfway Public House,"165 Lower Road, Belvedere, Kent, DA17 6DQ"
The Morgan,"1 Clydesdale Way, Belvedere, Kent, DA17 6FD"
Brent School Old Boys Social Club,"Brent Old Boys Social Club, London Road, Stone, Kent, DA2 6AS"
Stone Lodge Indoor Bowls & Social Club,"Stone Lodge Bowling Centre, Stone Lodge Complex, Cotton Lane, Stone, DA2 6BP"
The Wharf,"Galleon Boulevard, Crossways Business Park, Dartford, Kent, DA2 6QE"
Bexley Park Sports And Social Club,"Bexley Park, Calvert Drive, Dartford, Kent, DA2 7AG"
Horse And Groom,"15 Leyton Cross Road, Wilmington, Kent, DA2 7AP"
Leyton Cross Social Club,"14 Tredegar Road, Wilmington, Kent, DA2 7AZ"
Birchwood Park Golf Club (Catering),"Birchwood Road, Wilmington, Kent, DA2 7HJ"
The Ship,"Puddledock Lane, Wilmington, Kent, DA2 7QF"
The Chequers,"Darenth Road, Darenth, Kent, DA2 7QT"
The Black Horse,"High Street, Bean, Kent, DA2 8AS"
The Green Man Public House,"The Green Man, Main Road, Longfield, Kent, DA3 7AS"
Railway Tavern,"2 Station Road, Longfield, Kent, DA3 7QD"
Long Valley Sport And Social Club,"Fawkham Road, Longfield, Kent, DA3 7QP"
Hartley Country Club,"Culvey Close, Hartley, KENT, DA3 8BS"
Hartley Social Club,"Hartley & District Social Club Ltd, Ash Road, Hartley, Longfield, DA3 8EH"
New Ash Green Pavilion,"New Ash Green Sports Pavilion, Punch Croft, New Ash Green, KENT, DA3 8HS"
The Badger,"The Badger, The Row, New Ash Green, Longfield, DA3 8JB"
Corinthian Sports Club,"Corinthian Sports Club Ltd, Valley Road, Fawkham, KENT, DA3 8LY"
Eureka Sun Club,"Eureka, Manor Lane, Fawkham, Longfield, DA3 8ND"
The Rising Sun Inn,"The Rising Sun, Valley Road, Fawkham, Kent, DA3 8NL"
The Castle Hotel,"High Street, Eynsford, KENT, DA4 0AB"
Eynsford Riverside Club,"Riverside, Eynsford, Dartford, Kent, DA4 0AE"
The Plough Inn,"24 Riverside, Eynsford, KENT, DA4 0AE"
Pied Bull,"High Street, Farningham, Dartford, Kent, DA4 0DG"
The Lion,"High Street, Farningham, Dartford, Kent, DA4 0DP"
Malt Shovel,"Malt Shovel, Station Road, Eynsford, Dartford, DA4 0ER"
The Jolly Millers,"Jolly Millers, East Hill, South Darenth, KENT, DA4 9AN"
The Bridges Pub,"The Bridges, Horton Road, South Darenth, Kent, DA4 9AX"
The Fighting Cocks,"Fighting Cocks, The Street, Horton Kirby, Kent, DA4 9BY"
The Bull,"Lombard Street, Horton Kirby, KENT, DA4 9DF"
The Ship,"218 Main Road, Sutton At Hone, Kent, DA4 9HP"
Tanyard Lane Bar & Kitchen,"61-63 Bexley High Street, Bexley, Kent, DA5 1AA"
The Kings Head,"Kings Head Public House, 65 Bexley High Street, Bexley, Kent, DA5 1AA"
Old Bexley Ex Servicemans Club,"Bexley High Street, Bexley, Kent, DA5 1AB"
The Railway Tavern,"38 Bexley High Street, Bexley, Kent, DA5 1AH"
The George,"74 Bexley High Street, Bexley, Kent, DA5 1AJ"
Bexley Lawn Tennis & Squash Club,"Parkhurst Road, Bexley, Kent, DA5 1AX"
The Three Blackbirds Public House,"118 Blendon Road, Bexley, Kent, DA5 1BX"
Anchor Pub,"The Blue Anchor Public House, Bridgen Road, Bexley, Kent, DA5 1JE"
The Millers Arms,"The Millers Arms Public House, 81 Bexley High Street, Bexley, Kent, DA5 1JX"
The Rusty Bucket Pub,"3 Mill Row, Bexley High Street, Bexley, Kent, DA5 1LA"
Dartfordians Community Sports Club,"Bourne Road, Bexley, Kent, DA5 1LW"
Black Horse Public House,"63 Albert Road, Bexley, Kent, DA5 1NT"
Miller And Carter,"Hall Place, Bourne Road, Bexley, Kent, DA5 1PQ"
Maypole Social Club,"Maypole Club And Institute, Heath End Road, Bexley, Kent, DA5 2AH"
Baldwyns Freeholders Association & Club,"Freeholders Association, Baldwyns Park, Bexley, Kent, DA5 2BA"
Silver Fox Micro Pub,"9 Montpelier Avenue, Bexley, Kent, DA5 3AP"
The Albany Hotel,"Steynton Avenue, Bexley, Kent, DA5 3HN"
Burnt Ash (Bexley) Hockey Club,"Manor Way, Bexley, Kent, DA5 3QG"
Cambridge Harriers,"Glenhurst Avenue, Bexley, Kent, DA5 3QW"
Goals Bexleyheath At Bexleyheath School,"Graham Road, Bexleyheath, Kent, DA6 7DA"
The Kings Arms,"Kings Arms Public House, 156 Broadway, Bexleyheath, Kent, DA6 7DW"
Two 1 Five,"215 Broadway, Bexleyheath, Kent, DA6 7EJ"
Rose Public House,"179 Broadway, Bexleyheath, Kent, DA6 7ES"
Status Bexleyheath,"167 Broadway, Bexleyheath, Kent, DA6 7ES"
IVI Club,"151 Broadway, Bexleyheath, Kent, DA6 7EZ"
Bexleyheath Working Men's Club,"Royal Oak Road, Bexleyheath, Kent, DA6 7HG"
The Prince Albert,"Prince Albert Public House, 2 Broadway, Bexleyheath, Kent, DA6 7LE"
Pure,"Albion Road, Bexleyheath, Kent, DA6 7LS"
The Wrong' Un,"234-236 Broadway, Bexleyheath, Kent, DA6 8AS"
Golden Lion,"260 Broadway, Bexleyheath, Kent, DA6 8BE"
Arcadia Lounge Bar,"247 Broadway, Bexleyheath, Kent, DA6 8DB"
Toby Carvery At Crook Log Public House,"Crook Log, Bexleyheath, Kent, DA6 8EQ"
Danson Stables,"Danson Park, Danson Road, Bexleyheath, Kent, DA6 8HL"
Bexleyheath Golf Club,"Mount Road, Bexleyheath, Kent, DA6 8JS"
The Royal Oak,"68 Mount Road, Bexleyheath, Kent, DA6 8JS"
Martin Dene Lawn Tennis Club,"Martin Dene, Bexleyheath, Kent, DA6 8NA"
Robin Hood & Little John,"78 Lion Road, Bexleyheath, Kent, DA6 8PF"
The Volunteer Pub,"The Volunteer Public House, 46 Church Road, Bexleyheath, Kent, DA7 4DQ"
William Camden Public House,"Avenue Road, Bexleyheath, Kent, DA7 4EQ"
The Furze Wren,"1 Mayplace Road West, Bexleyheath, Kent, DA7 4JB"
Jolly Millers,"The Jolly Miller Public House, 111 Mayplace Road West, Bexleyheath, Kent, DA7 4JR"
The Kentish Belle,"8 Pickford Lane, Bexleyheath, Kent, DA7 4QW"
The Yacht,"The Yacht Public House, Long Lane, Bexleyheath, Kent, DA7 5AE"
Travellers Home Public House,"Long Lane, Bexleyheath, Kent, DA7 5AR"
The Earl Haig,"The Pantiles, Bexleyheath, Kent, DA7 5HH"
The Bird And Barrell,"100 Barnehurst Road, Bexleyheath, Kent, DA7 6HG"
The Red Barn,"Barnehurst Road, Bexleyheath, Kent, DA7 6HG"
Phoenix Sports Club,"Mayplace Road East, Bexleyheath, Kent, DA7 6JT"
Barnehurst Golf Club,"Barnehurst Golf Course, Mayplace Road East, Bexleyheath, Kent, DA7 6JU"
The Ship,"110 West Street, Erith, Kent, DA8 1AN"
North Heath Social Club,"8 Mill Road, Erith, Kent, DA8 1HN"
The Duchess Of Kent,"143 Brook Street, Erith, Kent, DA8 1JE"
The Brewers Arms,"22 Brook Street, Erith, Kent, DA8 1JQ"
Running Horses,"Running Horses Public House, Erith High Street, Erith, Kent, DA8 1QY"
"The Exchange, Erith","Erith Library, Walnut Tree Road, Erith, Kent, DA8 1RS"
Erith Yacht Club,"Manor Road, Erith, Kent, DA8 2AD"
Corner Pin Food,"The Corner Pin Public House, Slade Green Road, Erith, Kent, DA8 2HX"
Corner Pin PH,"The Corner Pin Public House, Slade Green Road, Erith, Kent, DA8 2HX"
Slade Green Railway Club,"Forest Road, Erith, Kent, DA8 2NX"
Erith Leisure Centre,"Avenue Road, Erith, Kent, DA8 3AT"
Erith Veterans Club,"Park Crescent, Erith, Kent, DA8 3DE"
The Duke Of Northumberland,"322 Bexley Road, Erith, Kent, DA8 3HB"
The Royal Oak Public House,"270 Bexley Road, Erith, Kent, DA8 3HB"
The Bull,"293 London Road, Stone, Kent, DA9 9DA"
Beefs And Babes,"217 London Road, Stone, Kent, DA9 9DQ"
Greenhithe & Swanscombe RBL Social Club Ltd,"Greenhithe Royal British Legion Social Club, London Road, Greenhithe, Kent, DA9 9EJ"
The Sir John Franklin,"Sir John Franklin, High Street, Greenhithe, Kent, DA9 9NN"
Mad George Tavern,"George Tavern, 373 Commercial Road, London, E1 0LA"
The Peacock,"The Peacock Public House, 145 Aylward Street, London, E1 0QW"
London Hospital Tavern,"London Hospital Tavern, 176 Whitechapel Road, London, E1 1BJ"
Blind Beggar,"The Blind Beggar, 337-341 Whitechapel Road, London, E1 1BU"
Nags Head,"Nags Head Public House, 17-19 Whitechapel Road, London, E1 1DU"
Castle,"The Castle Public House, 44 Commercial Road, London, E1 1LN"
Dog & Truck,"Dog And Truck Public House, 72 Back Church Lane, London, E1 1LX"
Good Samaritan,"Good Samaritan, 87 Turner Street, London, E1 2AE"
Hungerford Arms,"Hungerford Arms Public House, 240 Commercial Road, London, E1 2NB"
Drapers Arms Bar & E1 Venue Bar,"Drapers Arms Bar & E1 Venue Bar, 432 Bancroft Road, London, E1 4DH"
Bancroft Arms,"Bancroft Arms, 410 Mile End Road, London, E1 4RQ"
White Hart,"White Hart Public House, 1 Mile End Road, London, E1 4TP"
Half Moon,"Half Moon, 213-233 Mile End Road, London, E1 4YU"
The Pride Of Spitalfields,"The Pride Of Spitalfields Public House, 3 Heneage Street, London, E1 5LJ"
The Gun,"The Gun, 54 Brushfield Street, London, E1 6AG"
Be At One,"Basement And Ground Floor Retail Unit Edward House, 16-18 Brushfield Street, London, E1 6AN"
Shoreditch House,"SHOREDITCH HOUSE EBOR STREET, Hackney, London, E1 6AW"
The Grocer,"The Grocer, 4 Crispin Place, London, E1 6DW"
Merchant & Weaver,"8a Lamb Street, London, E1 6EA"
London Cocktail Club Sclater Street,"London Cocktail Club Slater Street Comm Unit 12 Avant Garde Building, 29 Sclater Street, London, E1 6HT"
Matchbox,"134-135 SHOREDITCH HIGH STREET, Hackney, London, E1 6JE"
Phoenix Bar,"138-139 SHOREDITCH HIGH STREET, Hackney, London, E1 6JE"
The Corner Shop,"123 SHOREDITCH HIGH STREET, Hackney, London, E1 6JE"
The Shoreditch Arms/Bar Kick,"126-127 SHOREDITCH HIGH STREET, Hackney, London, E1 6JE"
Smoking Goat,"64 SHOREDITCH HIGH STREET, Hackney, London, E1 6JJ"
The Rainbow Sports Bar,"72 SHOREDITCH HIGH STREET, Hackney, London, E1 6JJ"
Oranj,"Oranj, 14 Bacon Street, London, E1 6LF"
The Culpeper,"The Culpeper, 40 Commercial Street, London, E1 6LP"
68 & Shanghai,"68 & Shanghai, 76 Commercial Street, London, E1 6LY"
The Ten Bells,"Ten Bells Public House, 84 Commercial Street, London, E1 6LY"
The Golden Heart,"Golden Heart Public House, 110 Commercial Street, London, E1 6LZ"
Commercial Tavern,"Commercial Tavern Public House, 142-144 Commercial Street, London, E1 6NU"
Ninety One Living Room,"Ninety One Living Room, 91 Brick Lane, London, E1 6QL"
Juju's Bar & Stage,"Juju's, 15 Hanbury Street, London, E1 6QR"
93 Feet East,"93 Feet East, 150 Brick Lane, London, E1 6RU"
Exit Bar,"Exit Bar, 174 Brick Lane, London, E1 6RU"
Apples and Pears,"Apples and Pears, 26 Osborn Street, London, E1 6TD"
The Buxton,"The Buxton, 42 Osborn Street, London, E1 6TD"
Hit King,"9 Stoney Lane, London, E1 7BH"
The Bell PH,"The Bell PH, 50 Middlesex Street, London, E1 7EX"
"Star By Liverpool Street, Firestarter","Star In Liverpool, 94-98 Middlesex Street, London, E1 7EZ"
Kings Stores Public House,"14 Widegate Street, London, E1 7HP"
Simmons Bar,"21 Widegate Street, London, E1 7HP"
Boulebar,"Boulebar, 7 Frying Pan Alley, London, E1 7HS"
Chapter House Student Living Bar,"Chapter House Student Living Bar, 9 Frying Pan Alley, London, E1 7HS"
City of London Cigars,"Retail Unit 1, 124 Middlesex Street, London, E1 7HY"
Astronomer,"125-129 Middlesex Street, London, E1 7JF"
Enoteca Super Tuscan,"Enoteca Super Tuscan, 8a Artillery Passage, London, E1 7LJ"
Grapeshots,"Grapeshots, 2-3 Artillery Passage, London, E1 7LJ"
The Breakfast Club,"12-16 Artillery Lane, London, E1 7LS"
Williams Ale And Cider House,"22-24 Artillery Lane, London, E1 7LS"
Duke of Wellington,"Duke Of Wellington, 12-14 Toynbee Street, London, E1 7NE"
White Hart,"White Hart Public House, 89 Whitechapel High Street, London, E1 7QX"
K-Town & Chik Box; Locked And Loaded; Duke of Somerset,"Duke Of Somerset Public House, 15 Little Somerset Street, London, E1 8AH"
Goodmans Field,"Goodman Field Public House Gro, 87-91 Mansell Street, London, E1 8AP"
Princess of Prussia,"Princess Of Prussia Public House, 15 Prescot Street, London, E1 8AZ"
AGL Airsoft,"Basement, 61 Gowers Walk, London, E1 8BS"
Club Oops,"Club Oops, 30 Alie Street, London, E1 8DA"
The White Swan,"White Swan Public House, 21-23 Alie Street, London, E1 8DA"
Leman Bar,"Leman Bar, 19a Leman Street, London, E1 8EN"
The Black Horse,"Black Horse Public House, 40 Leman Street, London, E1 8EU"
Doll House,"White's Gentlemans Club, 32-38 Leman Street, London, E1 8EW"
Brown Bear,"Brown Bear Public House, 139 Leman Street, London, E1 8EY"
Sir Sydney Smith,"Sir Sydney Smith, 22 Dock Street, London, E1 8JP"
Artful Dodger,"The Artful Dodger Public House, 47 Royal Mint Street, London, E1 8LG"
Leman Street Tavern,"Leman Street Tavern  Unit 3 North West Block, Goodman's Fields, London, E1 8PT"
Boom Battle Bar Aldgate East,"19 Chaucer Gardens, London, E1 8QG"
Prince of Wales,"777 High Road Leyton, Leyton, London, E10 5AB"
