calc_postcode_district,calc_postcode_area,osm_type,osm_id,id,lat,lon,name,operator,photo_url1,photo_url2,photo_url3,photo_url4,photo_url5,founded,description,has_pub_garden,has_live_music,has_food_available,has_dog_friendly,has_pool_darts,has_accommodation,addr_housenumber,addr_street,phone,website,wikidata,opening_hours,opening_hours_a,opening_hours_b,opening_hours_c,opening_hours_d,opening_hours_e,opening_hours_f,conf_description,conf_phone,conf_founded,conf_operator,conf_has_pub_garden,conf_has_live_music,has_live_sport_tv,conf_has_live_sport_tv,conf_has_food_available,conf_has_dog_friendly,conf_has_pool_darts,conf_has_accommodation,fc_status,fc_error,fc_quality_flags,fc_quality_note,
E1,E,way,264131977,way/264131977,51.5158311,-0.0708003,The White Hart,,,,,,,,,,,,,,,89,Whitechapel High Street,442072471546,https://www.thewhitehartlondon.co.uk/index,,,,,,,,,0.62,0.95,0,0,0,0,,0,0,0,0,0,ok,,very_thin_scrape,,
E1,E,node,278312956,node/278312956,51.5131287,-0.0566157,Thomas Neale,,,,,,,,,,,,,,,39,Watney Market,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,E,node,7039548576,node/7039548576,51.5136334,-0.0717175,White Swan,,https://commons.wikimedia.org/wiki/Special:FilePath/The_White_Swan_Public_House_on_Alie_Street_E1.jpg,,,,,,"The White Swan is a traditional pub in the heart of the City, described as a “hidden gem” in Aldgate East on the historic grounds of the old Half Moon Theatre. It serves a selection of Shepherd Neame beers, including rich seasonal ales, alongside an enviable wine list and an impressive spirits collection. The pub offers a welcoming atmosphere for relaxed evenings with friends or memorable meet-ups with colleagues. It also provides events and private hire, including a cosy function room for up to 25 guests and the option to hire the entire venue exclusively, with support for audio-visual equipment and whiteboards.",,,,,,,21,Alie Street,+44 20 7702 0448,https://www.whiteswanaldgate.co.uk/,Q27085030,Mo-Fr 11:00-23:00,,,,,,,0.86,0,0,0.35,0,0,,0,0,0,0,0,ok,,,,
E1,E,supabase,,4d453b5f-3c99-4cc2-a627-b738a33518d3,51.5139,-0.071,Whites Gentlemans Club,Independent,,,,,,,,,,,,,,,,(020) 7488 4000,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,E,way,314760744,way/314760744,51.5183676,-0.0784631,Williams Ale & Cider House,,,,,,,,"Williams Ale & Cider House is an East London pub in Whitechapel, tucked between the City and Spitalfields. It’s known for an extensive ale and cider collection, plus a delicious seasonal menu. The pub promotes a lively World Cup atmosphere and offers cask beer, including a guaranteed IPA and house bitter from national and local brewers. Food options range from bar snacks to burgers, and there are facilities including WiFi and a dog-friendly welcome. The venue also has darts, and it offers table booking and menu viewing online.",,,TRUE,TRUE,TRUE,,22-24,Artillery Lane,,https://www.williamsspitalfields.com/,,Mo-Sa 11:00-23:00, Su 11:00-22:00,,,,,,0.9,0,0,0,0,0,TRUE,0.75,0.95,0.95,0.9,0,ok,,,,
E1,E,supabase,,bdf58937-ad8f-4427-bed5-659edaa38a11,51.5106,-0.0669,Wilton's Music Hall Mahogany Bar,,,,,,,,,,,,,,,,,(020) 7702 2789,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,node,13717302373,node/13717302373,51.5705831,-0.0099277,Chop Shop Tavern,,,,,,,,,,,,,,,141,Tilbury Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,supabase,,c72a6c4c-d4c1-42d6-85d2-5e0c38cbe6e2,51.561,-0.0102,Coach & Horses,Independent,,,,,,,,,,,,,,,,(020) 8194 0332,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,way,696129533,way/696129533,51.56156,-0.0105018,Coach and Horses,,,,,,,1863,"The Coach and Horses is an independent East London pub with roots since 1863 (and the current venue since 2018). It serves locally brewed beers, real ales, cocktails, Nepalese street food and Sunday roasts. The pub is family and dog-friendly, with a partially covered beer garden. There’s live music on Friday nights from 8pm, quiz nights, and live sport shown on six big screens indoors and outdoors—covering major football and rugby tournaments. It’s also a good spot for parties and whole-pub hire, with table bookings available.",TRUE,TRUE,TRUE,TRUE,,,391,High Road Leyton,,https://thecoachleyton.com/,,,,,,,,,0.93,0,0.86,0.35,0.9,0.95,TRUE,0.95,0.95,0.9,0,0,ok,,,,
E10,E,node,8355222754,node/8355222754,51.5697138,-0.007739,Gravity Well Taproom,,,,,,,,,,,TRUE,,,,Arch 155,Midland Road,,https://www.gravitywellbrewing.co.uk/,,We-Th 16:00-22:00, Fr 16:00-24:00, Sa 12:00-24:00, Su 12:00-18:00,,,,0.62,0,0,0,0,0,,0,0.78,0,0,0,ok,,,,
E10,E,node,472446463,node/472446463,51.5687971,-0.0287631,Hare and Hounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,way,142241624,way/142241624,51.5748085,-0.011355,King William IV,,,,,,,,"King William IV is an “East End original” pub, beautifully reborn under the stewardship of Walthamstow’s Exale Brewing. It pours 14 lines of tank-fresh beer and cask ale, plus cocktails and a curated wine list, in a laid-back, old-school setting. There’s a private events room and a beer garden, and the pub shows live sports for football, rugby and boxing nights. Food is available via Short Road Pizza, serving award-winning pizzas and Italian small plates. The venue also runs weekly deals and hosts events such as DJ nights, quiz nights, comedy and pottery classes. Kitchen hours are listed and children are welcome until 7pm.",TRUE,,TRUE,,,,816,High Road Leyton,+44 20 8556 2460,https://www.william-the-fourth.com/,,12:00-23:00,,,,,,,0.93,0,0,0.62,0.9,0.35,TRUE,0.95,0.95,0,0,0,ok,,,,
E10,E,supabase,,0c35de19-2d54-4c2f-9942-93f38ced4a49,51.5599,-0.013381,Leyton Orient Supporters Club,Independent,,,,,,,,,,,,,,,,(020) 8988 8288,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,way,444200909,way/444200909,51.5736854,-0.0098576,Prince of Wales,,,,,,,,,,,,,,,777,High Road Leyton,,,,Mo-Th 12:00-23:00, Fr-Sa 12:00-01:00, Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,
E10,E,way,1385726376,way/1385726376,51.5706127,-0.0433203,Queer Brewing Project,,,,,,,,"Queer Brewing Project’s taproom in Leyton, East London, is on a peaceful industrial estate near Lea Bridge Station. It serves beer fresh from the brewery on 8 dedicated lines, alongside cans, cider, natural wine and snacks, with alcohol-free and gluten-free options available. The taproom welcomes dogs and children, is wheelchair accessible and step-free, and offers the option to order pizza to your table via local pizzeria Proud Mary. There are regular offers such as £5 pints from 4–6pm every Friday, plus events including a women’s Six Nations screening.",,,TRUE,TRUE,,,,Argall Avenue,,https://www.thequeerbrewingproject.com/taproom,,Mo-Th off, Fr 16:00-22:00, Sa 13:00-22:00, Su off, PH off,,,0.9,0,0,0.6,0,0,TRUE,0.85,0.9,0.95,0,0,ok,,,,
E10,E,way,444593912,way/444593912,51.5744688,-0.0137683,The Auctioneer,,,,,,,,,,,,,,,596,Lea Bridge Road,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,E,way,444642776,way/444642776,51.574926,-0.0138608,The European,,,,,,,,,,,TRUE,,,,557-559,Lea Bridge Road,,https://theeuropeanpub.co.uk/,,Mo-We 12:00-23:00, Th 12:00-00:00, Fr-Sa 12:00-01:00, Su 12:00-22:00,,,,0.62,0,0,0,0,0,,0,0.78,0,0,0,ok,,,,
E10,E,node,12198799907,node/12198799907,51.5588363,-0.0075174,The Leyton Engineer,Remarkable Pubs Ltd.,,,,,,,,,,TRUE,,,,256,High Road Leyton,,https://theleytonengineer.co.uk/,,Mo-We 16:00-23:00, Th 12:00-23:00, Fr 12:00-00:30, Sa 12:00-01:00, Su 12:00-23:00,,,0.72,0,0,0,0,0,,0,0.86,0,0,0,ok,,,,
E10,E,supabase,,6154170c-9ae2-430e-a146-d965ef6dfcd6,51.5748,-0.011411,William the Fourth,Independent,,,,,,,,,,,,,,,,(020) 8556 2460,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,E,way,1047662587,way/1047662587,51.5658122,0.0021395,Heathcote & Star,,,,,,,,"Heathcote & Star is a lovingly restored pub in Leytonstone, described as having the biggest beer garden in the area. It offers an impressive drinks menu and food from The Dragon Flame, including BBQ dishes and Sunday roasts. The pub is positioned as a community spot for after-work drinks, with a games room and screens for live sport. It also hosts regular events such as pub quizzes, cocktail offers, and family film Fridays, alongside drink tastings, food nights, and beer pong tournaments. The venue offers private hire, including function rooms and booths, with options for conferencing and club nights.",TRUE,,TRUE,,,,344,Grove Green Road,020 7458 4483,https://heathcoteandstar.co.uk/,,,,,,,,,0.86,0.98,0,0,0.95,0,TRUE,0.95,0.95,0,0,0,ok,,,,
E11,E,supabase,,af647587-2acc-4755-baf4-c06d9bb8b73a,51.568,0.011493,Leytonstone ex-servicemens club,Independent,,,,,,,,,,,,,,,,(020) 8539 2954,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,E,way,767855492,way/767855492,51.559027,0.0111672,Leytonstone Tavern,,,,,,,,"Leytonstone Tavern is an independent, community-focused neighbourhood pub and dining room in Leytonstone. It offers sustainably sourced, ethically reared produce alongside hand-picked craft beers and ciders. The venue is known for award-winning burgers, tacos and other street-food style dishes, with sample menus and regularly updated dishes. Kitchen hours run through the week with extended evening service. The pub also hosts events such as weddings, wakes, birthdays and BBQs, with an events team that creates bespoke experiences. There are also regular weekday offers like local pints, taco Tuesdays, wing Wednesdays and burger deals, plus takeaway beers.",,,TRUE,,,,119,Harrow Road,+44 20 8522 4923,https://www.leytonstonetavern.com/public/,,,,,,,,,0.95,0,0,0,0,0,,0,0.95,0,0,0,ok,,,,
E11,E,supabase,,3d94afeb-d21d-4d9e-b137-00d887c93381,51.5816,0.028454,Nightingale on the Green,,,,,,,,,,,,,,,,,(020) 8530 4683,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,E,way,935593053,way/935593053,51.5603459,-0.0017067,Northcote Arms,,,,,,,,,,,,,,,110,Grove Green Road,,https://www.northcotee11.com/,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,,,,,
E11,E,way,228435778,way/228435778,51.5705485,0.0152407,O'Neill's,,https://commons.wikimedia.org/wiki/Special:FilePath/O'neil's_Pub%2C_formerly_The_Green_Man_-_geograph.org.uk_-_805812.jpg,,,,,,,,,,,,,762,High Road Leytonstone,,,Q85764520,,,,,,,,,,,,,,,,,,,,,,,,
E11,E,way,230406331,way/230406331,51.5571053,0.0060407,Plough and Harrow,,,,,,,,,,,,,,,419,High Road Leytonstone,,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,E,supabase,,9ba74653-4cf8-475d-8ab8-ac4bd90998c8,51.5767,0.011682,Sir Alfred Hitchcock Hotel,Independent,,,,,,,"The Sir Alfred Hitchcock Hotel in Leytonstone E11 offers a bar, restaurant and hotel, plus a venue for events. The “What’s On” section highlights regular food offerings such as Sunday Roast every Sunday (12:00 to 17:00), Thursday Steak Nights in the evening, and seasonal menus including a new menu from 17th January, a set Christmas menu from 20th November, kids menu, and a Christmas Day menu (25/12/25). Reservations can be made by calling 0208 530 3724, booking a room, or booking a table by email.",,,TRUE,,,TRUE,,,(020) 8530 3724,https://www.thehitchcockhotel.com/,,,,,,,,,0.86,0.98,0,0,0,0,,0,0.95,0,0,0.9,ok,,,,
E11,E,way,507095501,way/507095501,51.5608801,0.0088066,The Bell,Stonegate,,,,,,,"Bell Leytonstone is a pub on 468 High Road, Leytonstone (London E11 3HN) with long opening hours. It’s positioned as a sports-focused venue, promising to show every match live and highlighting live tournament viewing such as World Cup 2026. The site also promotes “unbeatable drink offers” and mentions facilities including Wi‑Fi, HD screens, TNT Sports and Sky Sports. Live entertainment is also listed, alongside a newsletter sign-up for community news and updates.",,,,,,,468,High Road Leytonstone,,https://www.craftunionpubs.com/the-bell-leytonstone,,,,,,,,,0.78,0,0,0.35,0,0,TRUE,0.9,0,0,0,0,ok,,,,
E11,E,way,296756574,way/296756574,51.5565915,-0.0001534,The Birkbeck Tavern,,,,,,,,"The Birkbeck Tavern is a sports-focused pub with Sky Sports, BT Sport, Racing UK and At the Races, showing premiership and international football, rugby, cricket and golf. It also offers pool and darts, with free pool on Monday and Thursday. There’s a function room for birthdays, weddings, anniversaries and wakes, with a private bar and a separate garden area. The pub serves beer, wines and spirits, including a wide range of real ales and cocktails, plus wines and premium spirits. A hidden outdoor beer garden with seating is available all year, and BBQs are mentioned at weekends.",TRUE,TRUE,,,TRUE,,45,Langthorne Road,2085392584,https://thebirkbecktavern.co.uk/,,,,,,,,,0.9,0.95,0,0,0.95,0.85,TRUE,0.95,0.2,0,0.95,0,ok,,,,
E11,E,way,1351858504,way/1351858504,51.5765434,0.0278822,The Bull,,,,,,,,"The Bull is a friendly local pub in Wanstead (E11), just 100 yards from Wanstead Tube Station. It has a sunny beer garden “suntrap” with parasols, open every day until 11pm. The pub serves fresh, delicious food five days a week using locally sourced, sustainable ingredients, and it also offers a kids’ menu every day. Families are welcome, with “Little Bulls” welcome when accompanied by adults. Dogs are included too, with dog beds and bowls, dog snacks at the bar, and doggy roasts on Sundays (dogs kept on a lead).",TRUE,,TRUE,TRUE,,,129,High Street,,https://www.thebullwanstead.com/,,,,,,,,,0.9,0,0,0,0.95,0,,0,0.95,0.95,0,0,ok,,,,
E11,E,way,99878205,way/99878205,51.5793635,0.0250203,The Cuckfield,,,,,,,,"The Cuckfield is an iconic London pub on Wanstead High Street, offering a memorable drinking and dining experience. It serves fresh, flavoursome home-cooked food alongside a diverse drinks menu. The page also highlights options such as a relaxed lunch, Sunday roast, family dinner and brunch, and provides online table booking and gift cards. Opening hours are listed for each day, and the address is 31 High Street, Wanstead (E11 2AA).",,,TRUE,,,,31,High Street,2089891913,https://www.thecuckfieldwanstead.co.uk/,,,,,,,,,0.86,0.95,0,0,0,0,,0,0.9,0,0,0,ok,,,,
E11,E,way,163505839,way/163505839,51.5826491,0.027798,The Duke,,,,,,,,"The Duke is a Wanstead neighbourhood pub and dining room offering lunch and dinner, plus Sunday roasts and a rotating set of specials such as a Wednesday homemade pie and Thursday steak night. The site also highlights coffee from Perky Blenders and regular drink offers including a Monday club and a Mon/Tues burger deal. Entertainment features include DJ nights on Fridays and live music on the 1st Sunday of every month (DukeBox Sundays). The page also promotes events like neighbourhood social nights, happy hour, and themed occasions such as World Cup viewing and quizzes.",,TRUE,TRUE,,,,,Nightingale Lane,,https://www.thedukewanstead.com/,,,,,,,,,0.86,0,0,0,0,0.95,,0.55,0.95,0,0,0,ok,,,,
E11,E,way,1337211309,way/1337211309,51.5760874,0.0284075,The George and Dragon,Urban Pubs & Bars,https://commons.wikimedia.org/wiki/Special:FilePath/The_George_20180125_143722_(49386348742).jpg,,,,,,"The George and Dragon in Wanstead offers a refined pub experience with expertly crafted British dishes, real ales, excellent wines and exciting cocktails. Enjoy the lively atmosphere in the bar or relax in the comfortable lounge, including a roast in Wanstead. The pub is known for classic pub food, juicy burgers and a Sunday roast, with dining options such as a cosy dining room. It also has big screens for live broadcasts of big matches, events and tournaments. When the sun is shining, there’s an inviting beer garden/terrace. It’s conveniently located near Wanstead Station and offers private spaces for parties and gatherings.",TRUE,,TRUE,,,,159,High Street,+44-20-8989-2921,https://www.urbanpubsandbars.com/venues/the-george-and-dragon,Q88916722,,,,,,,,0.9,0.95,0,0,0.9,0,TRUE,0.9,0.95,0,0,0,ok,,,,
E11,E,way,163502247,way/163502247,51.5816442,0.0284406,The Nightingale,,https://commons.wikimedia.org/wiki/Special:FilePath/Nightingale_on_the_Green_pub%2C_Wanstead.jpg,,,,,,"The Nightingale on the Green is a historic East London pub in Wanstead, lovingly restored to keep the character of a traditional London pub while offering modern touches. It’s known for a wide selection of drinks, a modern kitchen, and catering for celebrations and special occasions. The pub has a function room called Madame Butterfield’s Lounge for events such as wakes, birthdays, christenings and more, with free WiFi for presentations. Football is a big theme: it claims to be the only local pub with Sky Sports and invites guests to watch live football in a lively atmosphere. There’s also a spacious beer garden for relaxing with a pint.",TRUE,,TRUE,,,,51,Nightingale Lane,020 8530 4683,https://www.nightingaleonthegreen.co.uk/,Q26478805,,,,,,,,0.9,0.95,0,0,0.95,0,TRUE,0.95,0.9,0,0,0,ok,,,,
